League;Season;Home Team;Away Team;Home Goals;Away Goals;Winner;Home Points;Away Point
Champioship;2021-2022;Huddersfield;Reading;4;0;1;3;0
Champioship;2021-2022;Birmingham;Derby County;2;0;1;3;0
Champioship;2021-2022;Blackburn;Luton;2;2;X;1;1
Champioship;2021-2022;West Bromwich;Millwall;1;1;X;1;1
Champioship;2021-2022;Sheffield;Peterborough;6;2;1;3;0
Champioship;2021-2022;Reading;QPR;3;3;X;1;1
Champioship;2021-2022;Stoke;Huddersfield;2;1;1;3;0
Champioship;2021-2022;Blackpool;Fulham;1;0;1;3;0
Champioship;2021-2022;Swansea;Hull;0;0;X;1;1
Champioship;2021-2022;Coventry City;Middlesbrough;2;0;1;3;0
Champioship;2021-2022;Bristol City;Preston;0;0;X;1;1
Champioship;2021-2022;Bournemouth;Barnsley;3;0;1;3;0
Champioship;2021-2022;Nottingham;Cardiff;1;2;2;0;3
Champioship;2021-2022;Blackburn;Hull;2;0;1;3;0
Champioship;2021-2022;West Bromwich;Derby County;0;0;X;1;1
Champioship;2021-2022;Sheffield;Preston;2;2;X;1;1
Champioship;2021-2022;Reading;Peterborough;3;1;1;3;0
Champioship;2021-2022;Blackpool;Huddersfield;0;3;2;0;3
Champioship;2021-2022;Bournemouth;QPR;2;1;1;3;0
Champioship;2021-2022;Birmingham;Fulham;1;4;2;0;3
Champioship;2021-2022;Stoke;Barnsley;1;1;X;1;1
Champioship;2021-2022;Swansea;Millwall;0;0;X;1;1
Champioship;2021-2022;Nottingham;Middlesbrough;0;2;2;0;3
Champioship;2021-2022;Coventry City;Cardiff;1;0;1;3;0
Champioship;2021-2022;Bristol City;Luton;1;1;X;1;1
Champioship;2021-2022;Fulham;Reading;1;2;2;0;3
Champioship;2021-2022;Middlesbrough;Blackpool;1;2;2;0;3
Champioship;2021-2022;Derby County;Stoke;2;1;1;3;0
Champioship;2021-2022;Hull;Sheffield;1;3;2;0;3
Champioship;2021-2022;QPR;Bristol City;1;2;2;0;3
Champioship;2021-2022;Cardiff;Bournemouth;0;1;2;0;3
Champioship;2021-2022;Millwall;Coventry City;1;1;X;1;1
Champioship;2021-2022;Preston;West Bromwich;1;1;X;1;1
Champioship;2021-2022;Luton;Swansea;3;3;X;1;1
Champioship;2021-2022;Barnsley;Blackburn;0;0;X;1;1
Champioship;2021-2022;Peterborough;Birmingham;3;0;1;3;0
Champioship;2021-2022;Huddersfield;Nottingham;0;2;2;0;3
Champioship;2021-2022;West Bromwich;QPR;2;1;1;3;0
Champioship;2021-2022;Coventry City;Peterborough;3;0;1;3;0
Champioship;2021-2022;Blackburn;Cardiff;5;1;1;3;0
Champioship;2021-2022;Birmingham;Preston;0;0;X;1;1
Champioship;2021-2022;Sheffield;Derby County;1;0;1;3;0
Champioship;2021-2022;Reading;Middlesbrough;1;0;1;3;0
Champioship;2021-2022;Stoke;Hull;2;0;1;3;0
Champioship;2021-2022;Blackpool;Barnsley;1;0;1;3;0
Champioship;2021-2022;Swansea;Huddersfield;1;0;1;3;0
Champioship;2021-2022;Nottingham;Millwall;1;1;X;1;1
Champioship;2021-2022;Bristol City;Fulham;1;1;X;1;1
Champioship;2021-2022;Bournemouth;Luton;2;1;1;3;0
Champioship;2021-2022;Middlesbrough;Sheffield;2;0;1;3;0
Champioship;2021-2022;Hull;Blackpool;1;1;X;1;1
Champioship;2021-2022;QPR;Birmingham;2;0;1;3;0
Champioship;2021-2022;Cardiff;West Bromwich;0;4;2;0;3
Champioship;2021-2022;Preston;Stoke;1;1;X;1;1
Champioship;2021-2022;Huddersfield;Blackburn;3;2;1;3;0
Champioship;2021-2022;Fulham;Swansea;3;1;1;3;0
Champioship;2021-2022;Derby County;Reading;1;0;1;3;0
Champioship;2021-2022;Millwall;Bristol City;1;0;1;3;0
Champioship;2021-2022;Luton;Coventry City;5;0;1;3;0
Champioship;2021-2022;Barnsley;Nottingham;1;3;2;0;3
Champioship;2021-2022;Peterborough;Bournemouth;0;0;X;1;1
Champioship;2021-2022;Stoke;West Bromwich;1;0;1;3;0
Champioship;2021-2022;Birmingham;Nottingham;0;3;2;0;3
Champioship;2021-2022;Derby County;Swansea;0;0;X;1;1
Champioship;2021-2022;Hull;Middlesbrough;2;0;1;3;0
Champioship;2021-2022;Blackpool;Blackburn;2;1;1;3;0
Champioship;2021-2022;QPR;Preston;3;2;1;3;0
Champioship;2021-2022;Cardiff;Reading;0;1;2;0;3
Champioship;2021-2022;Coventry City;Fulham;4;1;1;3;0
Champioship;2021-2022;Luton;Huddersfield;0;0;X;1;1
Champioship;2021-2022;Barnsley;Millwall;0;1;2;0;3
Champioship;2021-2022;Peterborough;Bristol City;2;3;2;0;3
Champioship;2021-2022;Bournemouth;Sheffield;2;1;1;3;0
Champioship;2021-2022;West Bromwich;Birmingham;1;0;1;3;0
Champioship;2021-2022;Blackburn;Coventry City;2;2;X;1;1
Champioship;2021-2022;Fulham;QPR;4;1;1;3;0
Champioship;2021-2022;Middlesbrough;Peterborough;2;0;1;3;0
Champioship;2021-2022;Sheffield;Stoke;2;1;1;3;0
Champioship;2021-2022;Reading;Barnsley;1;0;1;3;0
Champioship;2021-2022;Nottingham;Blackpool;2;1;1;3;0
Champioship;2021-2022;Millwall;Luton;0;2;2;0;3
Champioship;2021-2022;Preston;Derby County;0;0;X;1;1
Champioship;2021-2022;Bristol City;Bournemouth;0;2;2;0;3
Champioship;2021-2022;Huddersfield;Hull;2;0;1;3;0
Champioship;2021-2022;Swansea;Cardiff;3;0;1;3;0
Champioship;2021-2022;Sheffield;Millwall;1;2;2;0;3
Champioship;2021-2022;Derby County;Luton;2;2;X;1;1
Champioship;2021-2022;Stoke;Bournemouth;0;1;2;0;3
Champioship;2021-2022;QPR;Blackburn;1;0;1;3;0
Champioship;2021-2022;Bristol City;Nottingham;1;2;2;0;3
Champioship;2021-2022;Fulham;Cardiff;2;0;1;3;0
Champioship;2021-2022;Middlesbrough;Barnsley;2;0;1;3;0
Champioship;2021-2022;Reading;Blackpool;2;3;2;0;3
Champioship;2021-2022;Hull;Peterborough;1;2;2;0;3
Champioship;2021-2022;Swansea;West Bromwich;2;1;1;3;0
Champioship;2021-2022;Preston;Coventry City;2;1;1;3;0
Champioship;2021-2022;Huddersfield;Birmingham;0;0;X;1;1
Champioship;2021-2022;Blackburn;Reading;2;0;1;3;0
Champioship;2021-2022;West Bromwich;Bristol City;3;0;1;3;0
Champioship;2021-2022;Birmingham;Swansea;2;1;1;3;0
Champioship;2021-2022;Blackpool;Preston;2;0;1;3;0
Champioship;2021-2022;Cardiff;Middlesbrough;0;2;2;0;3
Champioship;2021-2022;Millwall;Stoke;2;1;1;3;0
Champioship;2021-2022;Coventry City;Derby County;1;1;X;1;1
Champioship;2021-2022;Luton;Hull;1;0;1;3;0
Champioship;2021-2022;Peterborough;QPR;2;1;1;3;0
Champioship;2021-2022;Bournemouth;Huddersfield;3;0;1;3;0
Champioship;2021-2022;Nottingham;Fulham;0;4;2;0;3
Champioship;2021-2022;Barnsley;Sheffield;2;3;2;0;3
Champioship;2021-2022;QPR;Nottingham;1;1;X;1;1
Champioship;2021-2022;Fulham;West Bromwich;3;0;1;3;0
Champioship;2021-2022;Middlesbrough;Birmingham;0;2;2;0;3
Champioship;2021-2022;Sheffield;Blackpool;0;1;2;0;3
Champioship;2021-2022;Reading;Bournemouth;0;2;2;0;3
Champioship;2021-2022;Derby County;Blackburn;1;2;2;0;3
Champioship;2021-2022;Stoke;Cardiff;3;3;X;1;1
Champioship;2021-2022;Hull;Coventry City;0;1;2;0;3
Champioship;2021-2022;Swansea;Peterborough;3;0;1;3;0
Champioship;2021-2022;Preston;Luton;2;0;1;3;0
Champioship;2021-2022;Bristol City;Barnsley;2;1;1;3;0
Champioship;2021-2022;Huddersfield;Millwall;1;0;1;3;0
Champioship;2021-2022;Birmingham;Bristol City;3;0;1;3;0
Champioship;2021-2022;Nottingham;Sheffield;1;1;X;1;1
Champioship;2021-2022;Millwall;Reading;1;0;1;3;0
Champioship;2021-2022;Coventry City;Swansea;1;2;2;0;3
Champioship;2021-2022;Luton;Middlesbrough;3;1;1;3;0
Champioship;2021-2022;Peterborough;Huddersfield;1;1;X;1;1
Champioship;2021-2022;Blackburn;Fulham;0;7;2;0;3
Champioship;2021-2022;West Bromwich;Hull;1;0;1;3;0
Champioship;2021-2022;Blackpool;Stoke;0;1;2;0;3
Champioship;2021-2022;Cardiff;QPR;0;1;2;0;3
Champioship;2021-2022;Barnsley;Derby County;2;1;1;3;0
Champioship;2021-2022;Bournemouth;Preston;1;2;2;0;3
Champioship;2021-2022;Blackburn;Sheffield;3;1;1;3;0
Champioship;2021-2022;West Bromwich;Middlesbrough;1;1;X;1;1
Champioship;2021-2022;Birmingham;Reading;1;2;2;0;3
Champioship;2021-2022;Blackpool;QPR;1;1;X;1;1
Champioship;2021-2022;Nottingham;Preston;3;0;1;3;0
Champioship;2021-2022;Cardiff;Huddersfield;2;1;1;3;0
Champioship;2021-2022;Millwall;Derby County;1;1;X;1;1
Champioship;2021-2022;Coventry City;Bristol City;3;2;1;3;0
Champioship;2021-2022;Luton;Stoke;0;1;2;0;3
Champioship;2021-2022;Barnsley;Hull;0;2;2;0;3
Champioship;2021-2022;Peterborough;Fulham;0;1;2;0;3
Champioship;2021-2022;Bournemouth;Swansea;4;0;1;3;0
Champioship;2021-2022;QPR;Luton;2;0;1;3;0
Champioship;2021-2022;Fulham;Barnsley;4;1;1;3;0
Champioship;2021-2022;Middlesbrough;Millwall;1;1;X;1;1
Champioship;2021-2022;Sheffield;Coventry City;0;0;X;1;1
Champioship;2021-2022;Reading;Nottingham;1;1;X;1;1
Champioship;2021-2022;Stoke;Peterborough;2;0;1;3;0
Champioship;2021-2022;Hull;Birmingham;2;0;1;3;0
Champioship;2021-2022;Swansea;Blackpool;1;1;X;1;1
Champioship;2021-2022;Preston;Cardiff;1;2;2;0;3
Champioship;2021-2022;Bristol City;Blackburn;1;1;X;1;1
Champioship;2021-2022;Huddersfield;West Bromwich;1;0;1;3;0
Champioship;2021-2022;Derby County;Bournemouth;3;2;1;3;0
Champioship;2021-2022;Middlesbrough;Preston;1;2;2;0;3
Champioship;2021-2022;Reading;Sheffield;0;1;2;0;3
Champioship;2021-2022;Blackpool;West Bromwich;0;0;X;1;1
Champioship;2021-2022;Nottingham;Luton;0;0;X;1;1
Champioship;2021-2022;Coventry City;Birmingham;0;0;X;1;1
Champioship;2021-2022;Blackburn;Peterborough;4;0;1;3;0
Champioship;2021-2022;Fulham;Derby County;0;0;X;1;1
Champioship;2021-2022;QPR;Huddersfield;1;0;1;3;0
Champioship;2021-2022;Cardiff;Hull;0;1;2;0;3
Champioship;2021-2022;Millwall;Bournemouth;1;1;X;1;1
Champioship;2021-2022;Barnsley;Swansea;0;2;2;0;3
Champioship;2021-2022;Bristol City;Stoke;1;0;1;3;0
Champioship;2021-2022;West Bromwich;Nottingham;0;0;X;1;1
Champioship;2021-2022;Birmingham;Blackpool;1;0;1;3;0
Champioship;2021-2022;Stoke;Blackburn;0;1;2;0;3
Champioship;2021-2022;Hull;Millwall;2;1;1;3;0
Champioship;2021-2022;Swansea;Reading;2;3;2;0;3
Champioship;2021-2022;Preston;Fulham;1;1;X;1;1
Champioship;2021-2022;Luton;Cardiff;1;2;2;0;3
Champioship;2021-2022;Peterborough;Barnsley;0;0;X;1;1
Champioship;2021-2022;Bournemouth;Coventry City;2;2;X;1;1
Champioship;2021-2022;Huddersfield;Middlesbrough;1;2;2;0;3
Champioship;2021-2022;Sheffield;Bristol City;2;0;1;3;0
Champioship;2021-2022;Derby County;QPR;1;2;2;0;3
Champioship;2021-2022;Fulham;Bournemouth;1;1;X;1;1
Champioship;2021-2022;Blackburn;Preston;1;0;1;3;0
Champioship;2021-2022;Middlesbrough;Swansea;1;0;1;3;0
Champioship;2021-2022;Reading;Hull;1;1;X;1;1
Champioship;2021-2022;Blackpool;Luton;0;3;2;0;3
Champioship;2021-2022;Nottingham;Peterborough;2;0;1;3;0
Champioship;2021-2022;Cardiff;Sheffield;2;3;2;0;3
Champioship;2021-2022;Millwall;Birmingham;3;1;1;3;0
Champioship;2021-2022;Coventry City;West Bromwich;1;2;2;0;3
Champioship;2021-2022;Barnsley;Huddersfield;1;1;X;1;1
Champioship;2021-2022;Bristol City;Derby County;1;0;1;3;0
Champioship;2021-2022;QPR;Stoke;0;2;2;0;3
Champioship;2021-2022;West Bromwich;Reading;1;0;1;3;0
Champioship;2021-2022;Birmingham;Cardiff;2;2;X;1;1
Champioship;2021-2022;Derby County;Blackpool;1;0;1;3;0
Champioship;2021-2022;Stoke;Middlesbrough;0;0;X;1;1
Champioship;2021-2022;Hull;Bristol City;2;2;X;1;1
Champioship;2021-2022;Swansea;Nottingham;1;4;2;0;3
Champioship;2021-2022;Preston;Barnsley;2;1;1;3;0
Champioship;2021-2022;Luton;Fulham;1;1;X;1;1
Champioship;2021-2022;Peterborough;Millwall;2;1;1;3;0
Champioship;2021-2022;Bournemouth;Blackburn;0;2;2;0;3
Champioship;2021-2022;Huddersfield;Coventry City;1;1;X;1;1
Champioship;2021-2022;Barnsley;West Bromwich;0;0;X;1;1
Champioship;2021-2022;Blackburn;Birmingham;4;0;1;3;0
Champioship;2021-2022;Middlesbrough;Bournemouth;1;0;1;3;0
Champioship;2021-2022;Blackpool;Peterborough;3;1;1;3;0
Champioship;2021-2022;Nottingham;Hull;2;1;1;3;0
Champioship;2021-2022;Bristol City;Huddersfield;2;3;2;0;3
Champioship;2021-2022;Fulham;Sheffield;0;1;2;0;3
Champioship;2021-2022;Middlesbrough;Nottingham;2;0;1;3;0
Champioship;2021-2022;Huddersfield;Blackpool;3;2;1;3;0
Champioship;2021-2022;Derby County;West Bromwich;1;0;1;3;0
Champioship;2021-2022;QPR;Bournemouth;0;1;2;0;3
Champioship;2021-2022;Blackburn;Barnsley;2;1;1;3;0
Champioship;2021-2022;Blackpool;Middlesbrough;1;2;2;0;3
Champioship;2021-2022;Coventry City;Millwall;0;1;2;0;3
Champioship;2021-2022;Stoke;Derby County;1;2;2;0;3
Champioship;2021-2022;Nottingham;Huddersfield;0;1;2;0;3
Champioship;2021-2022;Bristol City;QPR;1;2;2;0;3
Champioship;2021-2022;Bournemouth;Cardiff;3;0;1;3;0
Champioship;2021-2022;Blackpool;Hull;1;0;1;3;0
Champioship;2021-2022;Blackburn;Huddersfield;0;0;X;1;1
Champioship;2021-2022;West Bromwich;Cardiff;1;1;X;1;1
Champioship;2021-2022;Birmingham;QPR;1;2;2;0;3
Champioship;2021-2022;Bristol City;Millwall;3;2;1;3;0
Champioship;2021-2022;Reading;Derby County;2;2;X;1;1
Champioship;2021-2022;Stoke;Preston;1;2;2;0;3
Champioship;2021-2022;Reading;Fulham;0;7;2;0;3
Champioship;2021-2022;Fulham;Bristol City;6;2;1;3;0
Champioship;2021-2022;Middlesbrough;Reading;2;1;1;3;0
Champioship;2021-2022;Derby County;Sheffield;2;0;1;3;0
Champioship;2021-2022;QPR;West Bromwich;1;0;1;3;0
Champioship;2021-2022;Cardiff;Blackburn;0;1;2;0;3
Champioship;2021-2022;Millwall;Nottingham;0;1;2;0;3
Champioship;2021-2022;Preston;Birmingham;1;1;X;1;1
Champioship;2021-2022;Luton;Bournemouth;3;2;1;3;0
Champioship;2021-2022;Peterborough;Coventry City;1;4;2;0;3
Champioship;2021-2022;Huddersfield;Swansea;1;1;X;1;1
Champioship;2021-2022;Hull;Stoke;0;2;2;0;3
Champioship;2021-2022;Fulham;Birmingham;6;2;1;3;0
Champioship;2021-2022;Preston;Sheffield;2;2;X;1;1
Champioship;2021-2022;Reading;Luton;0;2;2;0;3
Champioship;2021-2022;Hull;Blackburn;2;0;1;3;0
Champioship;2021-2022;West Bromwich;Peterborough;3;0;1;3;0
Champioship;2021-2022;Birmingham;Barnsley;2;1;1;3;0
Champioship;2021-2022;Sheffield;Luton;2;0;1;3;0
Champioship;2021-2022;Reading;Huddersfield;3;4;2;0;3
Champioship;2021-2022;Stoke;Fulham;2;3;2;0;3
Champioship;2021-2022;Blackpool;Millwall;1;0;1;3;0
Champioship;2021-2022;Swansea;Preston;1;0;1;3;0
Champioship;2021-2022;Nottingham;Derby County;2;1;1;3;0
Champioship;2021-2022;Coventry City;QPR;1;2;2;0;3
Champioship;2021-2022;Bristol City;Cardiff;3;2;1;3;0
Champioship;2021-2022;Bournemouth;Hull;0;1;2;0;3
Champioship;2021-2022;Blackburn;Middlesbrough;1;0;1;3;0
Champioship;2021-2022;QPR;Swansea;0;0;X;1;1
Champioship;2021-2022;Coventry City;Stoke;1;0;1;3;0
Champioship;2021-2022;Luton;Bristol City;2;1;1;3;0
Champioship;2021-2022;Birmingham;Peterborough;2;2;X;1;1
Champioship;2021-2022;Nottingham;Barnsley;3;0;1;3;0
Champioship;2021-2022;West Bromwich;Preston;0;2;2;0;3
Champioship;2021-2022;Huddersfield;Stoke;1;1;X;1;1
Champioship;2021-2022;Fulham;Blackpool;1;1;X;1;1
Champioship;2021-2022;Middlesbrough;Coventry City;1;0;1;3;0
Champioship;2021-2022;Hull;Swansea;2;0;1;3;0
Champioship;2021-2022;QPR;Reading;4;0;1;3;0
Champioship;2021-2022;Millwall;West Bromwich;2;0;1;3;0
Champioship;2021-2022;Preston;Bristol City;2;2;X;1;1
Champioship;2021-2022;Luton;Blackburn;0;0;X;1;1
Champioship;2021-2022;Barnsley;Bournemouth;0;1;2;0;3
Champioship;2021-2022;Peterborough;Sheffield;0;2;2;0;3
Champioship;2021-2022;Derby County;Birmingham;2;2;X;1;1
Champioship;2021-2022;Cardiff;Nottingham;2;1;1;3;0
Champioship;2021-2022;Millwall;Preston;0;0;X;1;1
Champioship;2021-2022;Swansea;Luton;0;1;2;0;3
Champioship;2021-2022;Barnsley;Cardiff;0;1;2;0;3
Champioship;2021-2022;Huddersfield;Derby County;2;0;1;3;0
Champioship;2021-2022;Birmingham;Sheffield;1;2;2;0;3
Champioship;2021-2022;Hull;Preston;0;1;2;0;3
Champioship;2021-2022;Blackpool;Bristol City;3;1;1;3;0
Champioship;2021-2022;Swansea;Blackburn;1;0;1;3;0
Champioship;2021-2022;Fulham;Millwall;3;0;1;3;0
Champioship;2021-2022;Derby County;Hull;3;1;1;3;0
Champioship;2021-2022;Stoke;Swansea;3;0;1;3;0
Champioship;2021-2022;Coventry City;Blackpool;1;1;X;1;1
Champioship;2021-2022;Luton;Barnsley;2;1;1;3;0
Champioship;2021-2022;Blackburn;Nottingham;0;2;2;0;3
Champioship;2021-2022;Sheffield;West Bromwich;2;0;1;3;0
Champioship;2021-2022;QPR;Middlesbrough;2;2;X;1;1
Champioship;2021-2022;Cardiff;Peterborough;4;0;1;3;0
Champioship;2021-2022;Preston;Huddersfield;0;0;X;1;1
Champioship;2021-2022;Bristol City;Reading;2;1;1;3;0
Champioship;2021-2022;Bournemouth;Birmingham;3;1;1;3;0
Champioship;2021-2022;Birmingham;Luton;3;0;1;3;0
Champioship;2021-2022;Middlesbrough;Derby County;4;1;1;3;0
Champioship;2021-2022;Reading;Coventry City;2;3;2;0;3
Champioship;2021-2022;Hull;Fulham;0;1;2;0;3
Champioship;2021-2022;Blackpool;Bournemouth;1;2;2;0;3
Champioship;2021-2022;Nottingham;Stoke;2;2;X;1;1
Champioship;2021-2022;Millwall;Cardiff;2;1;1;3;0
Champioship;2021-2022;Barnsley;QPR;1;0;1;3;0
Champioship;2021-2022;Peterborough;Preston;0;1;2;0;3
Champioship;2021-2022;Huddersfield;Sheffield;0;0;X;1;1
Champioship;2021-2022;Swansea;Bristol City;3;1;1;3;0
Champioship;2021-2022;West Bromwich;Blackburn;0;0;X;1;1
Champioship;2021-2022;Cardiff;Coventry City;2;0;1;3;0
Champioship;2021-2022;Sheffield;Hull;0;0;X;1;1
Champioship;2021-2022;Millwall;QPR;2;0;1;3;0
Champioship;2021-2022;Peterborough;Reading;0;0;X;1;1
Champioship;2021-2022;Fulham;Huddersfield;1;2;2;0;3
Champioship;2021-2022;Sheffield;Swansea;4;0;1;3;0
Champioship;2021-2022;Derby County;Peterborough;1;0;1;3;0
Champioship;2021-2022;Stoke;Birmingham;2;2;X;1;1
Champioship;2021-2022;QPR;Hull;1;1;X;1;1
Champioship;2021-2022;Cardiff;Blackpool;1;1;X;1;1
Champioship;2021-2022;Preston;Reading;2;3;2;0;3
Champioship;2021-2022;Coventry City;Barnsley;1;0;1;3;0
Champioship;2021-2022;Luton;West Bromwich;2;0;1;3;0
Champioship;2021-2022;Bristol City;Middlesbrough;2;1;1;3;0
Champioship;2021-2022;Middlesbrough;West Bromwich;2;1;1;3;0
Champioship;2021-2022;Reading;Birmingham;2;1;1;3;0
Champioship;2021-2022;Hull;Barnsley;0;2;2;0;3
Champioship;2021-2022;Preston;Nottingham;0;0;X;1;1
Champioship;2021-2022;Bristol City;Coventry City;1;2;2;0;3
Champioship;2021-2022;Fulham;Peterborough;2;1;1;3;0
Champioship;2021-2022;Sheffield;Blackburn;1;0;1;3;0
Champioship;2021-2022;Derby County;Millwall;1;2;2;0;3
Champioship;2021-2022;Stoke;Luton;1;2;2;0;3
Champioship;2021-2022;QPR;Blackpool;2;1;1;3;0
Champioship;2021-2022;Huddersfield;Cardiff;2;1;1;3;0
Champioship;2021-2022;Blackburn;QPR;1;0;1;3;0
Champioship;2021-2022;Birmingham;Huddersfield;0;2;2;0;3
Champioship;2021-2022;Blackpool;Reading;4;1;1;3;0
Champioship;2021-2022;Nottingham;Bristol City;2;0;1;3;0
Champioship;2021-2022;Cardiff;Fulham;0;1;2;0;3
Champioship;2021-2022;Millwall;Sheffield;1;0;1;3;0
Champioship;2021-2022;Coventry City;Preston;1;1;X;1;1
Champioship;2021-2022;Luton;Derby County;1;0;1;3;0
Champioship;2021-2022;Barnsley;Middlesbrough;3;2;1;3;0
Champioship;2021-2022;Peterborough;Hull;0;3;2;0;3
Champioship;2021-2022;Bournemouth;Stoke;2;1;1;3;0
Champioship;2021-2022;West Bromwich;Swansea;0;2;2;0;3
Champioship;2021-2022;Cardiff;Derby County;1;0;1;3;0
Champioship;2021-2022;Sheffield;Nottingham;1;1;X;1;1
Champioship;2021-2022;Huddersfield;Peterborough;3;0;1;3;0
Champioship;2021-2022;Fulham;Blackburn;2;0;1;3;0
Champioship;2021-2022;Middlesbrough;Luton;2;1;1;3;0
Champioship;2021-2022;Reading;Millwall;0;1;2;0;3
Champioship;2021-2022;Derby County;Barnsley;2;0;1;3;0
Champioship;2021-2022;Stoke;Blackpool;0;1;2;0;3
Champioship;2021-2022;Hull;West Bromwich;0;2;2;0;3
Champioship;2021-2022;QPR;Cardiff;1;2;2;0;3
Champioship;2021-2022;Swansea;Coventry City;3;1;1;3;0
Champioship;2021-2022;Preston;Bournemouth;2;1;1;3;0
Champioship;2021-2022;Bristol City;Birmingham;1;2;2;0;3
Champioship;2021-2022;Barnsley;Stoke;1;1;X;1;1
Champioship;2021-2022;Sheffield;Middlesbrough;4;1;1;3;0
Champioship;2021-2022;Swansea;Fulham;1;5;2;0;3
Champioship;2021-2022;Coventry City;Luton;0;1;2;0;3
Champioship;2021-2022;Bournemouth;Peterborough;1;1;X;1;1
Champioship;2021-2022;Blackburn;Millwall;0;0;X;1;1
Champioship;2021-2022;West Bromwich;Huddersfield;2;2;X;1;1
Champioship;2021-2022;Blackburn;Bristol City;0;1;2;0;3
Champioship;2021-2022;Birmingham;Hull;0;0;X;1;1
Champioship;2021-2022;Blackpool;Swansea;1;0;1;3;0
Champioship;2021-2022;Nottingham;Reading;4;0;1;3;0
Champioship;2021-2022;Cardiff;Preston;0;0;X;1;1
Champioship;2021-2022;Millwall;Middlesbrough;0;0;X;1;1
Champioship;2021-2022;Coventry City;Sheffield;4;1;1;3;0
Champioship;2021-2022;Barnsley;Fulham;1;1;X;1;1
Champioship;2021-2022;Peterborough;Stoke;2;2;X;1;1
Champioship;2021-2022;Bournemouth;Derby County;2;0;1;3;0
Champioship;2021-2022;Luton;QPR;1;2;2;0;3
Champioship;2021-2022;Blackburn;Derby County;3;1;1;3;0
Champioship;2021-2022;West Bromwich;Fulham;1;0;1;3;0
Champioship;2021-2022;Birmingham;Middlesbrough;0;2;2;0;3
Champioship;2021-2022;Barnsley;Bristol City;2;0;1;3;0
Champioship;2021-2022;Bournemouth;Reading;1;1;X;1;1
Champioship;2021-2022;Blackpool;Sheffield;0;0;X;1;1
Champioship;2021-2022;Nottingham;QPR;3;1;1;3;0
Champioship;2021-2022;Cardiff;Stoke;2;1;1;3;0
Champioship;2021-2022;Millwall;Huddersfield;2;0;1;3;0
Champioship;2021-2022;Coventry City;Hull;0;2;2;0;3
Champioship;2021-2022;Luton;Preston;4;0;1;3;0
Champioship;2021-2022;Peterborough;Swansea;2;3;2;0;3
Champioship;2021-2022;Sheffield;Barnsley;2;0;1;3;0
Champioship;2021-2022;Reading;Blackburn;1;0;1;3;0
Champioship;2021-2022;Derby County;Coventry City;1;1;X;1;1
Champioship;2021-2022;Stoke;Millwall;2;0;1;3;0
Champioship;2021-2022;Hull;Luton;1;3;2;0;3
Champioship;2021-2022;Swansea;Birmingham;0;0;X;1;1
Champioship;2021-2022;Bristol City;West Bromwich;2;2;X;1;1
Champioship;2021-2022;Huddersfield;Bournemouth;0;3;2;0;3
Champioship;2021-2022;QPR;Peterborough;1;3;2;0;3
Champioship;2021-2022;Hull;Huddersfield;0;1;2;0;3
Champioship;2021-2022;Derby County;Preston;1;0;1;3;0
Champioship;2021-2022;Stoke;Sheffield;1;0;1;3;0
Champioship;2021-2022;Blackpool;Nottingham;1;4;2;0;3
Champioship;2021-2022;QPR;Fulham;0;2;2;0;3
Champioship;2021-2022;Cardiff;Swansea;0;4;2;0;3
Champioship;2021-2022;Coventry City;Blackburn;2;2;X;1;1
Champioship;2021-2022;Luton;Millwall;2;2;X;1;1
Champioship;2021-2022;Barnsley;Reading;1;1;X;1;1
Champioship;2021-2022;Peterborough;Middlesbrough;0;4;2;0;3
Champioship;2021-2022;Bournemouth;Bristol City;3;2;1;3;0
Champioship;2021-2022;Birmingham;West Bromwich;1;0;1;3;0
Champioship;2021-2022;Sheffield;QPR;1;0;1;3;0
Champioship;2021-2022;Millwall;Swansea;0;1;2;0;3
Champioship;2021-2022;Reading;Stoke;2;1;1;3;0
Champioship;2021-2022;Peterborough;Luton;1;1;X;1;1
Champioship;2021-2022;Preston;Blackpool;1;0;1;3;0
Champioship;2021-2022;West Bromwich;Bournemouth;2;0;1;3;0
Champioship;2021-2022;Middlesbrough;Fulham;0;1;2;0;3
Champioship;2021-2022;Nottingham;Coventry City;2;0;1;3;0
Champioship;2021-2022;Blackburn;Blackpool;1;1;X;1;1
Champioship;2021-2022;West Bromwich;Stoke;1;3;2;0;3
Champioship;2021-2022;Middlesbrough;Hull;0;1;2;0;3
Champioship;2021-2022;Sheffield;Bournemouth;0;0;X;1;1
Champioship;2021-2022;Reading;Cardiff;1;2;2;0;3
Champioship;2021-2022;Swansea;Derby County;2;1;1;3;0
Champioship;2021-2022;Nottingham;Birmingham;2;0;1;3;0
Champioship;2021-2022;Millwall;Barnsley;4;1;1;3;0
Champioship;2021-2022;Preston;QPR;2;1;1;3;0
Champioship;2021-2022;Bristol City;Peterborough;1;1;X;1;1
Champioship;2021-2022;Fulham;Coventry City;1;3;2;0;3
Champioship;2021-2022;Huddersfield;Luton;2;0;1;3;0
Champioship;2021-2022;West Bromwich;Blackpool;2;1;1;3;0
Champioship;2021-2022;Birmingham;Coventry City;2;4;2;0;3
Champioship;2021-2022;Sheffield;Reading;1;2;2;0;3
Champioship;2021-2022;Derby County;Fulham;2;1;1;3;0
Champioship;2021-2022;Stoke;Bristol City;0;1;2;0;3
Champioship;2021-2022;Hull;Cardiff;2;1;1;3;0
